control/mA	<Ewe>/V	
2.0000000E-002	1.0997918E+000
2.0000000E-002	1.0997512E+000
2.0000000E-002	1.0997163E+000
2.0000000E-002	1.0996796E+000
2.0000000E-002	1.0996388E+000
2.0000000E-002	1.0996040E+000
2.0000000E-002	1.0995697E+000
2.0000000E-002	1.0995342E+000
2.0000000E-002	1.0994959E+000
2.0000000E-002	1.0994606E+000
2.0000000E-002	1.0994308E+000
2.0000000E-002	1.0993958E+000
2.0000000E-002	1.0993530E+000
2.0000000E-002	1.0993129E+000
2.0000000E-002	1.0992749E+000
2.0000000E-002	1.0992432E+000
2.0000000E-002	1.0992026E+000
2.0000000E-002	1.0991609E+000
2.0000000E-002	1.0991243E+000
2.0000000E-002	1.0990797E+000
2.0000000E-002	1.0990494E+000
2.0000000E-002	1.0990169E+000
2.0000000E-002	1.0989715E+000
2.0000000E-002	1.0989361E+000
2.0000000E-002	1.0988997E+000
2.0000000E-002	1.0988683E+000
2.0000000E-002	1.0988274E+000
2.0000000E-002	1.0987949E+000
2.0000000E-002	1.0987657E+000
2.0000000E-002	1.0987258E+000
2.0000000E-002	1.0986928E+000
2.0000000E-002	1.0986502E+000
2.0000000E-002	1.0986271E+000
2.0000000E-002	1.0985856E+000
2.0000000E-002	1.0985465E+000
2.0000000E-002	1.0985132E+000
2.0000000E-002	1.0984793E+000
2.0000000E-002	1.0984465E+000
2.0000000E-002	1.0984117E+000
2.0000000E-002	1.0983785E+000
2.0000000E-002	1.0983462E+000
2.0000000E-002	1.0983127E+000
2.0000000E-002	1.0983176E+000
2.0000000E-002	1.0982827E+000
2.0000000E-002	1.0982494E+000
2.0000000E-002	1.0982182E+000
2.0000000E-002	1.0981904E+000
2.0000000E-002	1.0981528E+000
2.0000000E-002	1.0981127E+000
2.0000000E-002	1.0980742E+000
2.0000000E-002	1.0980464E+000
2.0000000E-002	1.0980144E+000
2.0000000E-002	1.0979754E+000
2.0000000E-002	1.0979363E+000
2.0000000E-002	1.0979002E+000
2.0000000E-002	1.0978699E+000
2.0000000E-002	1.0978429E+000
2.0000000E-002	1.0978087E+000
2.0000000E-002	1.0977728E+000
2.0000000E-002	1.0977392E+000
2.0000000E-002	1.0977104E+000
2.0000000E-002	1.0976766E+000
2.0000000E-002	1.0976365E+000
2.0000000E-002	1.0976055E+000
2.0000000E-002	1.0975761E+000
2.0000000E-002	1.0975364E+000
2.0000000E-002	1.0975102E+000
2.0000000E-002	1.0974849E+000
2.0000000E-002	1.0974448E+000
2.0000000E-002	1.0974199E+000
2.0000000E-002	1.0973836E+000
2.0000000E-002	1.0973580E+000
2.0000000E-002	1.0973184E+000
2.0000000E-002	1.0972835E+000
2.0000000E-002	1.0972602E+000
2.0000000E-002	1.0972199E+000
2.0000000E-002	1.0972081E+000
2.0000000E-002	1.0971776E+000
2.0000000E-002	1.0971377E+000
2.0000000E-002	1.0971121E+000
2.0000000E-002	1.0970765E+000
2.0000000E-002	1.0970542E+000
2.0000000E-002	1.0970128E+000
2.0000000E-002	1.0969905E+000
2.0000000E-002	1.0969619E+000
2.0000000E-002	1.0969180E+000
2.0000000E-002	1.0968870E+000
2.0000000E-002	1.0968643E+000
2.0000000E-002	1.0968238E+000
2.0000000E-002	1.0967953E+000
2.0000000E-002	1.0967543E+000
2.0000000E-002	1.0967338E+000
2.0000000E-002	1.0967089E+000
2.0000000E-002	1.0966951E+000
2.0000000E-002	1.0966742E+000
2.0000000E-002	1.0966471E+000
2.0000000E-002	1.0966169E+000
2.0000000E-002	1.0965853E+000
2.0000000E-002	1.0965579E+000
2.0000000E-002	1.0965235E+000
2.0000000E-002	1.0964968E+000
2.0000000E-002	1.0964661E+000
2.0000000E-002	1.0964297E+000
2.0000000E-002	1.0964092E+000
2.0000000E-002	1.0963720E+000
2.0000000E-002	1.0963455E+000
2.0000000E-002	1.0963218E+000
2.0000000E-002	1.0962873E+000
2.0000000E-002	1.0962596E+000
2.0000000E-002	1.0962276E+000
2.0000000E-002	1.0961999E+000
2.0000000E-002	1.0961676E+000
2.0000000E-002	1.0961391E+000
2.0000000E-002	1.0961108E+000
2.0000000E-002	1.0960883E+000
2.0000000E-002	1.0960590E+000
2.0000000E-002	1.0960360E+000
2.0000000E-002	1.0960071E+000
2.0000000E-002	1.0959848E+000
2.0000000E-002	1.0959556E+000
2.0000000E-002	1.0959271E+000
2.0000000E-002	1.0958991E+000
2.0000000E-002	1.0958648E+000
2.0000000E-002	1.0958436E+000
2.0000000E-002	1.0958226E+000
2.0000000E-002	1.0957838E+000
2.0000000E-002	1.0957603E+000
2.0000000E-002	1.0957258E+000
2.0000000E-002	1.0957011E+000
2.0000000E-002	1.0956768E+000
2.0000000E-002	1.0956497E+000
2.0000000E-002	1.0956211E+000
2.0000000E-002	1.0955956E+000
2.0000000E-002	1.0955671E+000
2.0000000E-002	1.0955366E+000
2.0000000E-002	1.0955147E+000
2.0000000E-002	1.0954806E+000
2.0000000E-002	1.0954603E+000
2.0000000E-002	1.0954286E+000
2.0000000E-002	1.0954014E+000
2.0000000E-002	1.0953770E+000
2.0000000E-002	1.0953493E+000
2.0000000E-002	1.0953258E+000
2.0000000E-002	1.0953013E+000
2.0000000E-002	1.0952251E+000
2.0000000E-002	1.0952785E+000
2.0000000E-002	1.0952507E+000
2.0000000E-002	1.0952264E+000
2.0000000E-002	1.0952048E+000
2.0000000E-002	1.0951769E+000
2.0000000E-002	1.0951527E+000
2.0000000E-002	1.0951239E+000
2.0000000E-002	1.0951000E+000
2.0000000E-002	1.0950739E+000
2.0000000E-002	1.0950449E+000
2.0000000E-002	1.0950171E+000
2.0000000E-002	1.0949886E+000
2.0000000E-002	1.0949674E+000
2.0000000E-002	1.0949401E+000
2.0000000E-002	1.0949197E+000
2.0000000E-002	1.0948898E+000
2.0000000E-002	1.0948632E+000
2.0000000E-002	1.0948412E+000
2.0000000E-002	1.0948162E+000
2.0000000E-002	1.0947958E+000
2.0000000E-002	1.0947684E+000
2.0000000E-002	1.0947428E+000
2.0000000E-002	1.0947208E+000
2.0000000E-002	1.0946991E+000
2.0000000E-002	1.0946788E+000
2.0000000E-002	1.0946536E+000
2.0000000E-002	1.0946317E+000
2.0000000E-002	1.0946096E+000
2.0000000E-002	1.0945895E+000
2.0000000E-002	1.0945586E+000
2.0000000E-002	1.0945365E+000
2.0000000E-002	1.0945095E+000
2.0000000E-002	1.0944928E+000
2.0000000E-002	1.0944617E+000
2.0000000E-002	1.0944368E+000
2.0000000E-002	1.0944092E+000
2.0000000E-002	1.0943922E+000
2.0000000E-002	1.0943571E+000
2.0000000E-002	1.0943264E+000
2.0000000E-002	1.0943055E+000
2.0000000E-002	1.0942868E+000
2.0000000E-002	1.0942634E+000
2.0000000E-002	1.0942252E+000
2.0000000E-002	1.0942026E+000
2.0000000E-002	1.0941870E+000
2.0000000E-002	1.0941626E+000
2.0000000E-002	1.0941328E+000
2.0000000E-002	1.0941174E+000
2.0000000E-002	1.0940912E+000
2.0000000E-002	1.0940740E+000
2.0000000E-002	1.0940224E+000
2.0000000E-002	1.0940536E+000
2.0000000E-002	1.0940272E+000
2.0000000E-002	1.0939972E+000
2.0000000E-002	1.0939804E+000
2.0000000E-002	1.0939567E+000
2.0000000E-002	1.0939327E+000
2.0000000E-002	1.0939095E+000
2.0000000E-002	1.0938872E+000
2.0000000E-002	1.0938622E+000
