Ewe/V	<I>/mA	
1.2016095E+000	3.830438834211690E-001
1.2025750E+000	3.936067728091857E-001
1.2035770E+000	4.045082398920812E-001
1.2045398E+000	4.158724509221825E-001
1.2055134E+000	4.275488393748681E-001
1.2065518E+000	4.397109872376452E-001
1.2075624E+000	4.518628426097987E-001
1.2085571E+000	4.648057574157081E-001
1.2095667E+000	4.775878342835735E-001
1.2105755E+000	4.909202649538962E-001
1.2115471E+000	5.048633263958058E-001
1.2125396E+000	5.190913843628788E-001
1.2135949E+000	5.337476071071650E-001
1.2145545E+000	5.485305348685774E-001
1.2155889E+000	5.637633119038483E-001
1.2165338E+000	5.795446547326915E-001
1.2176092E+000	5.953996644995270E-001
1.2185763E+000	6.117585276395008E-001
1.2195480E+000	6.285604071036701E-001
1.2205851E+000	6.453689768521826E-001
1.2215565E+000	6.627957689028889E-001
1.2226044E+000	6.802319846455993E-001
1.2235345E+000	6.979448929927790E-001
1.2246035E+000	7.164928818717105E-001
1.2255305E+000	7.350464688440859E-001
1.2265668E+000	7.540393391214408E-001
1.2275941E+000	7.736416322166120E-001
1.2285627E+000	7.930145872642793E-001
1.2295724E+000	8.130490442995573E-001
1.2305629E+000	8.333225672443714E-001
1.2315947E+000	8.537689918094920E-001
1.2325643E+000	8.746868702678050E-001
1.2335804E+000	8.956998078629805E-001
1.2345815E+000	9.171439152709375E-001
1.2355543E+000	9.385106263296130E-001
1.2365700E+000	9.603706664621887E-001
1.2376020E+000	9.825978206044028E-001
1.2385830E+000	1.005159652177372E+000
1.2395742E+000	1.027780211182943E+000
1.2405964E+000	1.050873297597656E+000
1.2415346E+000	1.073910711785088E+000
1.2426026E+000	1.097193105150511E+000
1.2435737E+000	1.121066184805304E+000
1.2445565E+000	1.144766934992083E+000
1.2455711E+000	1.169047716253200E+000
1.2465690E+000	1.193357804312868E+000
1.2476153E+000	1.217939965917665E+000
1.2485356E+000	1.242460340652841E+000
1.2495397E+000	1.267513399373512E+000
1.2505219E+000	1.292800583570450E+000
1.2515410E+000	1.318383670067774E+000
1.2525475E+000	1.343983847618706E+000
1.2535741E+000	1.369896157917117E+000
1.2545085E+000	1.395938960374959E+000
1.2555680E+000	1.422060340558453E+000
1.2565784E+000	1.448577588713576E+000
1.2575450E+000	1.475004882135693E+000
1.2585536E+000	1.501727622492314E+000
1.2595749E+000	1.528701518634822E+000
1.2605898E+000	1.555748121559393E+000
1.2615453E+000	1.582707816832055E+000
1.2625562E+000	1.610256067614439E+000
1.2635626E+000	1.637737267293772E+000
1.2645775E+000	1.665776296442608E+000
1.2655575E+000	1.693670060510939E+000
1.2665629E+000	1.721740319395686E+000
1.2675354E+000	1.750141037716752E+000
1.2685728E+000	1.778319374514341E+000
1.2695324E+000	1.807008431966743E+000
1.2705929E+000	1.835657206910938E+000
1.2715243E+000	1.864324513172352E+000
1.2725846E+000	1.893421845506591E+000
1.2736242E+000	1.922186294059493E+000
1.2745607E+000	1.951359737081598E+000
1.2755821E+000	1.980806157634909E+000
1.2765820E+000	2.010243720535968E+000
1.2775823E+000	2.039904130745230E+000
1.2786068E+000	2.069579885660122E+000
1.2795539E+000	2.099483909486644E+000
1.2805768E+000	2.129539569156321E+000
1.2815561E+000	2.159505140906423E+000
1.2825658E+000	2.189640305243657E+000
1.2835438E+000	2.220035789352831E+000
1.2845860E+000	2.250319751807108E+000
1.2855757E+000	2.280813135578377E+000
1.2865515E+000	2.311207535433798E+000
1.2875654E+000	2.341843146315501E+000
1.2885715E+000	2.372931480209438E+000
1.2895479E+000	2.403804801380501E+000
1.2905762E+000	2.434889088023686E+000
1.2915456E+000	2.466261447219352E+000
1.2925453E+000	2.497364011634957E+000
1.2935798E+000	2.528703033974793E+000
1.2945852E+000	2.560108017945105E+000
1.2955525E+000	2.591699829025192E+000
1.2965926E+000	2.623562416586879E+000
1.2975675E+000	2.655086033024911E+000
1.2985497E+000	2.686904171274756E+000
1.2995700E+000	2.718585073846548E+000
1.3005426E+000	2.750439682667089E+000
1.3015635E+000	2.782708381035130E+000
1.3025173E+000	2.814946656594746E+000
1.3035450E+000	2.847200611906137E+000
1.3045726E+000	2.879745363580923E+000
1.3055779E+000	2.912151688815428E+000
1.3065559E+000	2.944626220601222E+000
1.3075243E+000	2.977291325592940E+000
1.3085827E+000	3.009774109302185E+000
1.3096167E+000	3.042533988764291E+000
1.3105754E+000	3.075382253868916E+000
1.3115863E+000	3.108115564600944E+000
1.3125619E+000	3.140747665379074E+000
1.3135164E+000	3.173872930925405E+000
1.3145748E+000	3.207048473478455E+000
1.3155751E+000	3.240332448901512E+000
1.3165690E+000	3.273532819551953E+000
1.3175339E+000	3.306931382331612E+000
1.3185287E+000	3.340295179799838E+000
1.3195533E+000	3.373723424886634E+000
1.3205501E+000	3.407409950212276E+000
1.3215268E+000	3.440921922921049E+000
1.3224899E+000	3.474640975801321E+000
1.3235983E+000	3.508521884848740E+000
1.3245060E+000	3.542016009624859E+000
1.3255538E+000	3.575554001477173E+000
1.3265233E+000	3.609537775757097E+000
1.3275266E+000	3.643614129752535E+000
1.3285511E+000	3.677994579009180E+000
1.3295572E+000	3.712132215951196E+000
1.3305852E+000	3.746424870662683E+000
1.3315651E+000	3.780582942693687E+000
1.3325135E+000	3.814555230932719E+000
1.3335651E+000	3.848881506962730E+000
1.3345423E+000	3.883492005655279E+000
1.3355560E+000	3.917804627664495E+000
1.3365350E+000	3.952548338509999E+000
1.3375379E+000	3.986740057519949E+000
1.3385363E+000	4.021200766706691E+000
1.3395290E+000	4.055937411664829E+000
1.3405005E+000	4.090503543277450E+000
1.3415426E+000	4.125476749926314E+000
1.3425688E+000	4.160169169847382E+000
1.3435771E+000	4.194920605880604E+000
1.3445328E+000	4.229954731673875E+000
1.3455647E+000	4.265011725005373E+000
1.3465892E+000	4.300128974634326E+000
1.3475268E+000	4.335427282314708E+000
1.3485440E+000	4.370305149834998E+000
1.3495387E+000	4.405578591351887E+000
1.3505800E+000	4.440522288296222E+000
1.3515252E+000	4.475523358772691E+000
1.3525274E+000	4.511113207897104E+000
1.3535317E+000	4.546340822768030E+000
1.3545448E+000	4.581683748933351E+000
1.3555288E+000	4.616964177885279E+000
1.3565203E+000	4.652425177952850E+000
1.3575366E+000	4.688127508205358E+000
1.3585389E+000	4.723736193599756E+000
1.3595240E+000	4.759283553986326E+000
1.3605464E+000	4.795159218195067E+000
1.3614966E+000	4.830873574563149E+000
1.3625444E+000	4.866578592275641E+000
1.3635412E+000	4.902137746920402E+000
1.3644745E+000	4.937790913680523E+000
1.3655353E+000	4.973842559454113E+000
1.3665279E+000	5.009708258928569E+000
1.3675228E+000	5.045563220200627E+000
1.3685092E+000	5.081725936526610E+000
1.3695505E+000	5.117580815203610E+000
1.3705654E+000	5.153407092998357E+000
1.3715496E+000	5.189667157000962E+000
1.3725222E+000	5.225805316416050E+000
1.3735244E+000	5.262145524662904E+000
1.3745233E+000	5.298418580249024E+000
1.3755322E+000	5.334501117434073E+000
1.3765142E+000	5.370640208053494E+000
1.3775642E+000	5.406810830543648E+000
1.3785026E+000	5.443169276036542E+000
1.3795666E+000	5.479585323035039E+000
1.3804977E+000	5.515855831657944E+000
1.3815329E+000	5.552354171534219E+000
1.3825687E+000	5.589034384217626E+000
1.3835320E+000	5.625585393807000E+000
1.3844770E+000	5.662300151255387E+000
1.3855004E+000	5.698808459096227E+000
1.3865106E+000	5.735456461978596E+000
1.3875463E+000	5.772106495911828E+000
1.3885251E+000	5.808585412276585E+000
1.3895243E+000	5.844996503691565E+000
1.3905249E+000	5.881903335038714E+000
1.3915212E+000	5.919088797707126E+000
1.3925446E+000	5.956273030971172E+000
1.3935037E+000	5.993085231336352E+000
1.3945078E+000	6.029954154035920E+000
1.3955408E+000	6.067048192925284E+000
1.3965453E+000	6.103909799841858E+000
1.3974882E+000	6.140994875541878E+000
1.3985039E+000	6.177886676626116E+000
1.3995063E+000	6.214967532763396E+000
1.4005032E+000	6.252244141839753E+000
1.4015448E+000	6.289507559164832E+000
1.4025342E+000	6.326412577680422E+000
1.4035305E+000	6.363721210647384E+000
1.4044974E+000	6.400581357160140E+000
1.4055431E+000	6.437878597958578E+000
1.4065135E+000	6.475069800066564E+000
1.4075053E+000	6.512158176580698E+000
1.4085327E+000	6.549530205272447E+000
1.4095191E+000	6.586759299850812E+000
1.4104831E+000	6.624082848801379E+000
1.4115269E+000	6.661474275939479E+000
1.4125206E+000	6.698618658951318E+000
1.4135481E+000	6.736254543133640E+000
1.4145281E+000	6.773395536775766E+000
1.4155039E+000	6.810480368303416E+000
1.4165082E+000	6.848210574480419E+000
1.4175010E+000	6.885765851760368E+000
1.4185096E+000	6.923441621248912E+000
1.4195532E+000	6.960890583902994E+000
1.4204886E+000	6.998576273520783E+000
1.4214940E+000	7.036321009367754E+000
1.4225079E+000	7.073950162482646E+000
1.4235059E+000	7.111507693025089E+000
1.4245081E+000	7.149561837079027E+000
1.4255412E+000	7.187335276819965E+000
1.4265084E+000	7.225185219865807E+000
1.4275175E+000	7.262690531441950E+000
1.4285171E+000	7.300549811922224E+000
1.4295353E+000	7.338481362917499E+000
1.4304792E+000	7.376276673440742E+000
1.4315095E+000	7.413978226850645E+000
1.4324890E+000	7.452046288857389E+000
1.4334722E+000	7.489931069804452E+000
1.4345083E+000	7.527988597784457E+000
1.4355386E+000	7.566221264525035E+000
1.4365309E+000	7.604114394474422E+000
1.4375181E+000	7.642335156194235E+000
1.4385014E+000	7.680545370121941E+000
1.4394850E+000	7.718454902442922E+000
1.4404994E+000	7.756067024945111E+000
1.4415463E+000	7.794083615819901E+000
1.4425039E+000	7.832350186412285E+000
1.4434861E+000	7.870525971156411E+000
1.4444597E+000	7.908702032005621E+000
1.4454926E+000	7.947243895187370E+000
1.4465024E+000	7.985179247296571E+000
1.4475280E+000	8.023457739088315E+000
1.4485421E+000	8.061973603605260E+000
1.4491010E+000	8.082366131721642E+000
1.2527959E+000	0.000000000000000E+000
1.1833457E+000	0.000000000000000E+000
7.9942161E-001	-1.576413358426562E+001
7.9971832E-001	-1.193222136325845E+001
8.0067176E-001	-8.090860411153102E+000
8.0168366E-001	-5.571801512960434E+000
8.0266750E-001	-3.725055014110907E+000
8.0371982E-001	-2.454482584194936E+000
8.0470520E-001	-1.637399163342117E+000
8.0571687E-001	-1.123655686851863E+000
8.0670184E-001	-7.981078737718450E-001
8.0772662E-001	-5.873624501526002E-001
8.0866855E-001	-4.468287868539291E-001
8.0972797E-001	-3.502732910355224E-001
8.1071645E-001	-2.814489985286111E-001
8.1167310E-001	-2.308437559624836E-001
8.1268805E-001	-1.925400879314321E-001
8.1369984E-001	-1.624094447028108E-001
8.1464326E-001	-1.380687605215662E-001
8.1567383E-001	-1.180254924968303E-001
8.1670129E-001	-1.009526583344975E-001
8.1760484E-001	-8.669192587076147E-002
8.1870359E-001	-7.407119676635432E-002
8.1972003E-001	-6.276236724197393E-002
8.2070273E-001	-5.298482410107097E-002
8.2166785E-001	-4.412998328388779E-002
8.2271689E-001	-3.621885861067392E-002
8.2370657E-001	-2.896875904252424E-002
8.2468939E-001	-2.230767441911907E-002
8.2565033E-001	-1.639632365648910E-002
8.2666212E-001	-1.102432863728212E-002
8.2765263E-001	-5.593205067516829E-003
8.2867610E-001	-9.994067015302362E-004
8.2968789E-001	3.652436938134336E-003
8.3068800E-001	7.622856440046621E-003
8.3165210E-001	1.119994881338690E-002
8.3267236E-001	1.497010825887679E-002
8.3366823E-001	1.831701164088445E-002
8.3470231E-001	2.157218574903710E-002
8.3568954E-001	2.460509613554041E-002
8.3667606E-001	2.742050662309431E-002
8.3767295E-001	3.013805546766124E-002
8.3869207E-001	3.241237572419642E-002
8.3969939E-001	3.475305452696291E-002
8.4071779E-001	3.716929301739902E-002
8.4167659E-001	3.944029975993990E-002
8.4263110E-001	4.148262743642796E-002
8.4371996E-001	4.352228847446749E-002
8.4471297E-001	4.529150716866459E-002
8.4566003E-001	4.696221845652138E-002
8.4669209E-001	4.864396401992499E-002
8.4769857E-001	5.024083125387513E-002
8.4872729E-001	5.195194937403863E-002
8.4967649E-001	5.337996969935044E-002
8.5067338E-001	5.468072516362177E-002
8.5169208E-001	5.586235712040855E-002
8.5264182E-001	5.703935273996907E-002
8.5366428E-001	5.838936179149873E-002
8.5465586E-001	5.978992814250983E-002
8.5566920E-001	6.079431802021884E-002
8.5666496E-001	6.206821674227697E-002
8.5768789E-001	6.300428421278831E-002
8.5863084E-001	6.404462207716932E-002
8.5967869E-001	6.521730357041911E-002
8.6063254E-001	6.616495601192829E-002
8.6166519E-001	6.717467966094592E-002
8.6263883E-001	6.808932135599641E-002
8.6364102E-001	6.886997862873168E-002
8.6466157E-001	6.956464272473539E-002
8.6565286E-001	7.038903149750797E-002
8.6666894E-001	7.122608423000742E-002
8.6764777E-001	7.214174280523866E-002
8.6868733E-001	7.288130459360503E-002
8.6965555E-001	7.356811911839112E-002
8.7066507E-001	7.430248200796252E-002
8.7163460E-001	7.490746143259219E-002
8.7264115E-001	7.580621602123144E-002
8.7366337E-001	7.643610932082856E-002
8.7468684E-001	7.713872968069274E-002
8.7565506E-001	7.780234357120408E-002
8.7665850E-001	7.833150840710340E-002
8.7768078E-001	7.881096211291649E-002
8.7868404E-001	7.956623029367149E-002
8.7963432E-001	8.007068827678610E-002
8.8062060E-001	8.088315803150903E-002
8.8165057E-001	8.129976014976215E-002
8.8264531E-001	8.188519467464539E-002
8.8369846E-001	8.249659782598678E-002
8.8468885E-001	8.297433551915634E-002
8.8568598E-001	8.361821445739948E-002
8.8668191E-001	8.408884684948030E-002
8.8766390E-001	8.455601247827904E-002
8.8866162E-001	8.512845028439908E-002
8.8968003E-001	8.544895689366405E-002
8.9064515E-001	8.595795142612181E-002
8.9165378E-001	8.653935146953085E-002
8.9262277E-001	8.696276948712267E-002
8.9365608E-001	8.762505360089157E-002
8.9462972E-001	8.817594798858330E-002
8.9565426E-001	8.854186850179691E-002
8.9667618E-001	8.914116084100721E-002
8.9765233E-001	8.959526222625769E-002
8.9864510E-001	8.998923384227586E-002
8.9969182E-001	9.061058318187531E-002
9.0067869E-001	9.097494821739516E-002
9.0165174E-001	9.147792586173953E-002
9.0265298E-001	9.160925041094381E-002
9.0366793E-001	9.192893813499403E-002
9.0463841E-001	9.254719106989406E-002
9.0565974E-001	9.296415386389256E-002
9.0659189E-001	9.341207678617747E-002
9.0764821E-001	9.392698612032424E-002
9.0865898E-001	9.426888717336346E-002
9.0966535E-001	9.470525011921449E-002
9.1065383E-001	9.518909140895504E-002
9.1161484E-001	9.554079615420186E-002
9.1264457E-001	9.610085364678234E-002
9.1369182E-001	9.645169670083487E-002
9.1466075E-001	9.689946809853200E-002
9.1563225E-001	9.715324192246610E-002
9.1661847E-001	9.755932003504664E-002
9.1762090E-001	9.811272101736623E-002
9.1864949E-001	9.856620799568461E-002
9.1967088E-001	9.894661515816011E-002
9.2067522E-001	9.954056410064061E-002
9.2164463E-001	9.989355075826056E-002
9.2266703E-001	1.002172300509704E-001
9.2369151E-001	1.007764927721889E-001
9.2465025E-001	1.010897629968226E-001
9.2565882E-001	1.016841768547613E-001
9.2663980E-001	1.021976117266430E-001
9.2761236E-001	1.024796533463797E-001
9.2859548E-001	1.027191515236906E-001
9.2967296E-001	1.032932524072536E-001
9.3065619E-001	1.036935851269329E-001
9.3162459E-001	1.042951061031328E-001
9.3262464E-001	1.046647012208388E-001
9.3367034E-001	1.051168763374661E-001
9.3459839E-001	1.055180475394542E-001
9.3563771E-001	1.058280058838679E-001
9.3664205E-001	1.064132205654116E-001
9.3764186E-001	1.068569740469916E-001
9.3865091E-001	1.073241938727056E-001
9.3965095E-001	1.078527341353919E-001
9.4064677E-001	1.081338356272263E-001
9.4166356E-001	1.084733527881959E-001
9.4262588E-001	1.089650506878057E-001
9.4365668E-001	1.093572197089192E-001
9.4464093E-001	1.099882337799011E-001
9.4566816E-001	1.103510393503999E-001
9.4661045E-001	1.109130461436282E-001
9.4763702E-001	1.115473146453211E-001
9.4864559E-001	1.118124810780258E-001
9.4963688E-001	1.123151470388440E-001
9.5064694E-001	1.129364059824082E-001
9.5167136E-001	1.132906447682116E-001
9.5268852E-001	1.138112498774637E-001
9.5364410E-001	1.140728112671292E-001
9.5463562E-001	1.145213950789321E-001
9.5562094E-001	1.151543348075195E-001
9.5662427E-001	1.155304220196730E-001
9.5767325E-001	1.160529758633366E-001
9.5860791E-001	1.165429166691396E-001
9.5963943E-001	1.168382462618828E-001
9.6064383E-001	1.173957036512474E-001
9.6163964E-001	1.178814787892812E-001
9.6264100E-001	1.182992669480530E-001
9.6360075E-001	1.188420556346270E-001
9.6457750E-001	1.192818256791961E-001
9.6565926E-001	1.197761084278308E-001
9.6662146E-001	1.199428995607212E-001
9.6763194E-001	1.203086902207937E-001
9.6862459E-001	1.209541920080469E-001
9.6960980E-001	1.214968729658633E-001
9.7061974E-001	1.219867255588096E-001
9.7161961E-001	1.225546707342173E-001
9.7267181E-001	1.229263507220435E-001
9.7358394E-001	1.233503956278015E-001
9.7464436E-001	1.238653365625571E-001
9.7558516E-001	1.242953277142327E-001
9.7667849E-001	1.249775475011434E-001
9.7762996E-001	1.252908105793032E-001
9.7866488E-001	1.256713000456124E-001
9.7966939E-001	1.259363936123075E-001
9.8063236E-001	1.263074308935797E-001
9.8162943E-001	1.268228458139259E-001
9.8263031E-001	1.273166424576182E-001
9.8363799E-001	1.277985025805477E-001
9.8462331E-001	1.283581972580461E-001
9.8562443E-001	1.287214354730200E-001
9.8661071E-001	1.291303343760815E-001
9.8766708E-001	1.296326926721436E-001
9.8863447E-001	1.299582253244038E-001
9.8962396E-001	1.303761434580820E-001
9.9064380E-001	1.307664252283691E-001
9.9159020E-001	1.311081844738888E-001
9.9262208E-001	1.312978602808543E-001
9.9360847E-001	1.317439653853676E-001
9.9462098E-001	1.322739537068087E-001
9.9564260E-001	1.327300050164952E-001
9.9666184E-001	1.330019562904325E-001
9.9763328E-001	1.334016969619647E-001
9.9864829E-001	1.337787658040377E-001
9.9963450E-001	1.341249088943921E-001
1.0006528E+000	1.344693795294249E-001
1.0016530E+000	1.348072403573055E-001
1.0026859E+000	1.350739337873486E-001
1.0036775E+000	1.355014016030978E-001
1.0046118E+000	1.357640783553801E-001
1.0056460E+000	1.357252703379848E-001
1.0066142E+000	1.361595649417922E-001
1.0075955E+000	1.365383413604180E-001
1.0086399E+000	1.370658415386585E-001
1.0096644E+000	1.371278616994652E-001
1.0106646E+000	1.374335563181983E-001
1.0115863E+000	1.376754304060768E-001
1.0126319E+000	1.378903510334082E-001
1.0136828E+000	1.381755634622815E-001
1.0146003E+000	1.385149394305605E-001
1.0156028E+000	1.386572289384176E-001
1.0166334E+000	1.388888705623192E-001
1.0176250E+000	1.389720850843774E-001
1.0186316E+000	1.390230037206506E-001
1.0196253E+000	1.393737003792483E-001
1.0205989E+000	1.395117943101223E-001
1.0216212E+000	1.398214736737970E-001
1.0226086E+000	1.399670677458079E-001
1.0236033E+000	1.399866949785533E-001
1.0246418E+000	1.403473473318734E-001
1.0256058E+000	1.404397922584921E-001
1.0266547E+000	1.405275581845944E-001
1.0276048E+000	1.407811346949479E-001
1.0286549E+000	1.408477588683417E-001
1.0296191E+000	1.409072463185255E-001
1.0306382E+000	1.408056343183379E-001
1.0316018E+000	1.407767184691200E-001
1.0326321E+000	1.410662543341147E-001
1.0336142E+000	1.411400424420011E-001
1.0346674E+000	1.413170090378125E-001
1.0356352E+000	1.413971237080767E-001
1.0366093E+000	1.413033859542407E-001
1.0375818E+000	1.414231769951764E-001
1.0385966E+000	1.414812976048836E-001
1.0395783E+000	1.414259981331515E-001
1.0405991E+000	1.416584803118810E-001
1.0416236E+000	1.416100863939632E-001
1.0426396E+000	1.415807436423084E-001
1.0435978E+000	1.413204358987888E-001
1.0446484E+000	1.412894679486847E-001
1.0455997E+000	1.413234291047007E-001
1.0466137E+000	1.414212155875978E-001
1.0476242E+000	1.414684468094691E-001
1.0486095E+000	1.414908657434037E-001
1.0496361E+000	1.413853144138000E-001
1.0505610E+000	1.413056214399164E-001
1.0516109E+000	1.414493495902542E-001
1.0526041E+000	1.414049237649380E-001
1.0536516E+000	1.414698246473665E-001
1.0546304E+000	1.413983560067998E-001
1.0555944E+000	1.411995318857637E-001
1.0565917E+000	1.410126566734393E-001
1.0576414E+000	1.409883043906165E-001
1.0586404E+000	1.407616437759142E-001
1.0596427E+000	1.407732504436877E-001
1.0605909E+000	1.407366891406978E-001
1.0616121E+000	1.407799610050815E-001
1.0625551E+000	1.405300069674258E-001
1.0635911E+000	1.403348611070101E-001
1.0645946E+000	1.404514423613690E-001
1.0655670E+000	1.403126447406637E-001
1.0666180E+000	1.402545175789651E-001
1.0676234E+000	1.402379407910651E-001
1.0685843E+000	1.400213650958158E-001
1.0695876E+000	1.398155517831801E-001
1.0706068E+000	1.397628443782337E-001
1.0715964E+000	1.396217039963674E-001
1.0726322E+000	1.396772525110803E-001
1.0736082E+000	1.394640621866459E-001
1.0746146E+000	1.394245374014358E-001
1.0755522E+000	1.394066547071082E-001
1.0766149E+000	1.391699920698228E-001
1.0776267E+000	1.391712774875282E-001
1.0786088E+000	1.390679956956551E-001
1.0796174E+000	1.389147599043996E-001
1.0806512E+000	1.389053919724537E-001
1.0815996E+000	1.386565679215450E-001
1.0825784E+000	1.383946495692405E-001
1.0836359E+000	1.384811141568316E-001
1.0845912E+000	1.383112542413800E-001
1.0855672E+000	1.383407752646253E-001
1.0865906E+000	1.383451065069693E-001
1.0876269E+000	1.382227251549041E-001
1.0886307E+000	1.381814938849779E-001
1.0896260E+000	1.380506592629529E-001
1.0905997E+000	1.378782210510450E-001
1.0915753E+000	1.380366687810733E-001
1.0926231E+000	1.377983992399816E-001
1.0936010E+000	1.378728020503327E-001
1.0945830E+000	1.376175262739296E-001
1.0956033E+000	1.373910166306291E-001
1.0966194E+000	1.375242897083391E-001
1.0975845E+000	1.374788037497754E-001
1.0985836E+000	1.374668064991824E-001
1.0996176E+000	1.375872451355868E-001
1.1005584E+000	1.374404878965890E-001
1.1015821E+000	1.374808408311957E-001
1.1025714E+000	1.375309229330018E-001
1.1035831E+000	1.374192099222098E-001
1.1045874E+000	1.375508175280089E-001
1.1056132E+000	1.374716033069934E-001
1.1065739E+000	1.374960812452812E-001
1.1076164E+000	1.373152176209662E-001
1.1086029E+000	1.372472175266046E-001
1.1096327E+000	1.374663538898593E-001
1.1105690E+000	1.376083771246239E-001
1.1116022E+000	1.377262786429909E-001
1.1126224E+000	1.378865950696520E-001
1.1135930E+000	1.378542972693246E-001
1.1146078E+000	1.378477197425551E-001
1.1155919E+000	1.380417898715449E-001
1.1166196E+000	1.380567887297448E-001
1.1176177E+000	1.383740278031891E-001
1.1186390E+000	1.385056332657597E-001
1.1196625E+000	1.384531431134512E-001
1.1205617E+000	1.384633760487497E-001
1.1216286E+000	1.386736498109795E-001
1.1225557E+000	1.389220349222437E-001
1.1236225E+000	1.392653133052819E-001
1.1245738E+000	1.394117775039487E-001
1.1256034E+000	1.398451161145027E-001
1.1265975E+000	1.399933144053165E-001
1.1275775E+000	1.401405814716219E-001
1.1286200E+000	1.406335681338968E-001
1.1295998E+000	1.407613352847363E-001
1.1305883E+000	1.410578362107315E-001
1.1315874E+000	1.415745345812265E-001
1.1325811E+000	1.417629092302419E-001
1.1335799E+000	1.418989447920672E-001
1.1345665E+000	1.423965244302675E-001
1.1356028E+000	1.427621533777445E-001
1.1365690E+000	1.433738369838906E-001
1.1375932E+000	1.437665183051333E-001
1.1385862E+000	1.441952316407247E-001
1.1396340E+000	1.447319955598818E-001
1.1406065E+000	1.451975738739513E-001
1.1416141E+000	1.458357995313440E-001
1.1426067E+000	1.464360930364876E-001
1.1435697E+000	1.469299443744019E-001
1.1446071E+000	1.477936056723435E-001
1.1455774E+000	1.482492285482846E-001
1.1465672E+000	1.488871283833587E-001
1.1475478E+000	1.498086800484111E-001
1.1486001E+000	1.504664446180797E-001
1.1495917E+000	1.514754251570625E-001
1.1505764E+000	1.524049339735010E-001
1.1516142E+000	1.531588292507509E-001
1.1525730E+000	1.542321305284846E-001
1.1535921E+000	1.551739693990997E-001
1.1545776E+000	1.561989822374783E-001
1.1555669E+000	1.573859142052968E-001
1.1565713E+000	1.584118297682602E-001
1.1575884E+000	1.596881495577516E-001
1.1585633E+000	1.608203906872796E-001
1.1595759E+000	1.621338098854783E-001
1.1605961E+000	1.637112828543892E-001
1.1615763E+000	1.652032914265253E-001
1.1626178E+000	1.668341598003417E-001
1.1635318E+000	1.685302257801826E-001
1.1645765E+000	1.701763410970166E-001
1.1655734E+000	1.719863728256877E-001
1.1665809E+000	1.740651257049224E-001
1.1676320E+000	1.760359803962253E-001
1.1685525E+000	1.783058240274791E-001
1.1695420E+000	1.805216620418570E-001
1.1706227E+000	1.828425403939813E-001
1.1716143E+000	1.851439424441983E-001
1.1725605E+000	1.877082528223339E-001
1.1735711E+000	1.904990583438577E-001
1.1745349E+000	1.934568626240991E-001
1.1755947E+000	1.965179349097284E-001
1.1765736E+000	1.997940859666558E-001
1.1776267E+000	2.029304943488842E-001
1.1785843E+000	2.063830561165618E-001
1.1796186E+000	2.102587828560474E-001
1.1805710E+000	2.139284726603974E-001
1.1815774E+000	2.181188579893707E-001
1.1825699E+000	2.224308168075138E-001
1.1835617E+000	2.267915190740268E-001
1.1845809E+000	2.311267026503683E-001
1.1855631E+000	2.360703396651038E-001
1.1865368E+000	2.411602494931495E-001
1.1875844E+000	2.465346515036484E-001
1.1885421E+000	2.521525327466818E-001
1.1895878E+000	2.578538925642491E-001
1.1905479E+000	2.639995799804854E-001
1.1916146E+000	2.701399899042083E-001
1.1925839E+000	2.769522459210325E-001
1.1935258E+000	2.837679179579604E-001
1.1945555E+000	2.908840970108333E-001
1.1956059E+000	2.983696262903326E-001
1.1965442E+000	3.058157546166955E-001
1.1975805E+000	3.137500878094017E-001
1.1985413E+000	3.222446524709159E-001
1.1995510E+000	3.308773647113632E-001
1.2005858E+000	3.400999347398450E-001
1.2015702E+000	3.493529986357835E-001
1.2025793E+000	3.589946289724648E-001
1.2035335E+000	3.691824663140214E-001
1.2045186E+000	3.794487511037978E-001
1.2055464E+000	3.902525311302134E-001
1.2065856E+000	4.012059897792579E-001
1.2075466E+000	4.125384284993334E-001
1.2085826E+000	4.244554102370155E-001
1.2095690E+000	4.363426401358010E-001
1.2105765E+000	4.486321444599932E-001
1.2115375E+000	4.615697041296123E-001
1.2125472E+000	4.747971552392491E-001
1.2135631E+000	4.884317113073902E-001
1.2145494E+000	5.023941362483628E-001
1.2155591E+000	5.165795724534026E-001
1.2165666E+000	5.312989232787153E-001
1.2175593E+000	5.462289402755545E-001
1.2185934E+000	5.614867632672222E-001
1.2195626E+000	5.773750477714032E-001
1.2205502E+000	5.933041677318194E-001
1.2215916E+000	6.097516423881126E-001
1.2225493E+000	6.263055244836599E-001
1.2235376E+000	6.431287050697367E-001
1.2245454E+000	6.607152206312168E-001
1.2255784E+000	6.785411275162998E-001
1.2265911E+000	6.965700635251437E-001
1.2275941E+000	7.150041137112808E-001
1.2285595E+000	7.336187769327296E-001
1.2295629E+000	7.526757449646571E-001
1.2305810E+000	7.720834184184575E-001
1.2315692E+000	7.917279636169428E-001
1.2325717E+000	8.118457145431419E-001
1.2335273E+000	8.320544884453565E-001
1.2345613E+000	8.525451979855418E-001
1.2355925E+000	8.732961565907953E-001
1.2365360E+000	8.943385076628090E-001
1.2375692E+000	9.159507376823939E-001
1.2385693E+000	9.377519485546985E-001
1.2395593E+000	9.596544143547021E-001
1.2405772E+000	9.820580121643285E-001
1.2415293E+000	1.004474737324545E+000
1.2425601E+000	1.027265339650537E+000
1.2435334E+000	1.050359334675736E+000
